Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
82.7,Rest of the World,Wales,All modes,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,37.1
84.6,Rest of the World,Wales,All modes,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,37.1
83.8,Rest of the World,Wales,All modes,First degree,"Media, journalism and communications",Theme 4: Academic support,37.1
83.8,Rest of the World,Wales,All modes,First degree,"Media, journalism and communications",Theme 5: Organisation and management,37.1
89.2,Rest of the World,Wales,All modes,First degree,"Media, journalism and communications",Theme 6: Learning resources,37.1
80.2,Rest of the World,Wales,All modes,First degree,"Media, journalism and communications",Theme 7: Student voice,37.1
87.8,Rest of the World,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,43.2
81.5,Rest of the World,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,43.2
81.1,Rest of the World,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,43.2
83.8,Rest of the World,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 4: Academic support,43.2
71,Rest of the World,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,43.2
77.9,Rest of the World,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,43.2
78,Rest of the World,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 7: Student voice,43.2
86,Rest of the World,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,12.5
78.4,Rest of the World,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,12.5
70.4,Rest of the World,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,12.5
84,Rest of the World,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,12.5
92,Rest of the World,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,12.5
94.7,Rest of the World,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,12.5
82.7,Rest of the World,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,12.5
87,Rest of the World,Wales,All modes,First degree,All subjects,Theme 1: Teaching on my course,904
83.9,Rest of the World,Wales,All modes,First degree,All subjects,Theme 2: Learning opportunities,904
80.5,Rest of the World,Wales,All modes,First degree,All subjects,Theme 3: Assessment and feedback,904
88.3,Rest of the World,Wales,All modes,First degree,All subjects,Theme 4: Academic support,904
82.6,Rest of the World,Wales,All modes,First degree,All subjects,Theme 5: Organisation and management,903
89.7,Rest of the World,Wales,All modes,First degree,All subjects,Theme 6: Learning resources,901
81.5,Rest of the World,Wales,All modes,First degree,All subjects,Theme 7: Student voice,900
80.3,Rest of the World,Wales,Full-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,30.5
75.7,Rest of the World,Wales,Full-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,30.5
67.2,Rest of the World,Wales,Full-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,30.5
73.8,Rest of the World,Wales,Full-time,First degree,Subjects allied to medicine,Theme 4: Academic support,30.5
65.6,Rest of the World,Wales,Full-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,30.5
82.5,Rest of the World,Wales,Full-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,30.5
67.8,Rest of the World,Wales,Full-time,First degree,Subjects allied to medicine,Theme 7: Student voice,30.5
87.7,Rest of the World,Wales,Full-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,55
85.3,Rest of the World,Wales,Full-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,55
82.4,Rest of the World,Wales,Full-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,55
87.3,Rest of the World,Wales,Full-time,First degree,Biological and sport sciences,Theme 4: Academic support,55
90.9,Rest of the World,Wales,Full-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,55
93.9,Rest of the World,Wales,Full-time,First degree,Biological and sport sciences,Theme 6: Learning resources,55
81.5,Rest of the World,Wales,Full-time,First degree,Biological and sport sciences,Theme 7: Student voice,55
88.7,Rest of the World,Wales,Full-time,First degree,Psychology,Theme 1: Teaching on my course,47.5
82.1,Rest of the World,Wales,Full-time,First degree,Psychology,Theme 2: Learning opportunities,47.5
78.9,Rest of the World,Wales,Full-time,First degree,Psychology,Theme 3: Assessment and feedback,47.5
86.3,Rest of the World,Wales,Full-time,First degree,Psychology,Theme 4: Academic support,47.5
74.7,Rest of the World,Wales,Full-time,First degree,Psychology,Theme 5: Organisation and management,47.5
84.6,Rest of the World,Wales,Full-time,First degree,Psychology,Theme 6: Learning resources,47.5
76.8,Rest of the World,Wales,Full-time,First degree,Psychology,Theme 7: Student voice,47.5
84.3,Rest of the World,Wales,Full-time,First degree,Engineering and technology,Theme 1: Teaching on my course,163.5
81.2,Rest of the World,Wales,Full-time,First degree,Engineering and technology,Theme 2: Learning opportunities,163.5
79,Rest of the World,Wales,Full-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,163.5
87.2,Rest of the World,Wales,Full-time,First degree,Engineering and technology,Theme 4: Academic support,163.5
82,Rest of the World,Wales,Full-time,First degree,Engineering and technology,Theme 5: Organisation and management,163.5
91.4,Rest of the World,Wales,Full-time,First degree,Engineering and technology,Theme 6: Learning resources,163.5
81.1,Rest of the World,Wales,Full-time,First degree,Engineering and technology,Theme 7: Student voice,163.5
83.2,Rest of the World,Wales,Full-time,First degree,Computing,Theme 1: Teaching on my course,72.3
82.5,Rest of the World,Wales,Full-time,First degree,Computing,Theme 2: Learning opportunities,72.3
82,Rest of the World,Wales,Full-time,First degree,Computing,Theme 3: Assessment and feedback,72.3
90.3,Rest of the World,Wales,Full-time,First degree,Computing,Theme 4: Academic support,72.3
76.5,Rest of the World,Wales,Full-time,First degree,Computing,Theme 5: Organisation and management,72.3
87.8,Rest of the World,Wales,Full-time,First degree,Computing,Theme 6: Learning resources,71.3
82.9,Rest of the World,Wales,Full-time,First degree,Computing,Theme 7: Student voice,71.3
84.8,Rest of the World,Wales,Full-time,First degree,Social sciences,Theme 1: Teaching on my course,57.8
86.2,Rest of the World,Wales,Full-time,First degree,Social sciences,Theme 2: Learning opportunities,57.8
78.3,Rest of the World,Wales,Full-time,First degree,Social sciences,Theme 3: Assessment and feedback,57.8
88.8,Rest of the World,Wales,Full-time,First degree,Social sciences,Theme 4: Academic support,57.8
82.7,Rest of the World,Wales,Full-time,First degree,Social sciences,Theme 5: Organisation and management,57.8
88.5,Rest of the World,Wales,Full-time,First degree,Social sciences,Theme 6: Learning resources,57.8
82.7,Rest of the World,Wales,Full-time,First degree,Social sciences,Theme 7: Student voice,57.8
88.5,Rest of the World,Wales,Full-time,First degree,Law,Theme 1: Teaching on my course,75.5
85.5,Rest of the World,Wales,Full-time,First degree,Law,Theme 2: Learning opportunities,75.5
82.4,Rest of the World,Wales,Full-time,First degree,Law,Theme 3: Assessment and feedback,75.5
92.5,Rest of the World,Wales,Full-time,First degree,Law,Theme 4: Academic support,75.5
83.8,Rest of the World,Wales,Full-time,First degree,Law,Theme 5: Organisation and management,75.5
93.4,Rest of the World,Wales,Full-time,First degree,Law,Theme 6: Learning resources,75.5
79.1,Rest of the World,Wales,Full-time,First degree,Law,Theme 7: Student voice,75.5
89.2,Rest of the World,Wales,Full-time,First degree,Business and management,Theme 1: Teaching on my course,229.3
86.4,Rest of the World,Wales,Full-time,First degree,Business and management,Theme 2: Learning opportunities,229.3
81.3,Rest of the World,Wales,Full-time,First degree,Business and management,Theme 3: Assessment and feedback,229.3
90.5,Rest of the World,Wales,Full-time,First degree,Business and management,Theme 4: Academic support,229.3
86,Rest of the World,Wales,Full-time,First degree,Business and management,Theme 5: Organisation and management,229.3
89.8,Rest of the World,Wales,Full-time,First degree,Business and management,Theme 6: Learning resources,227.3
83.7,Rest of the World,Wales,Full-time,First degree,Business and management,Theme 7: Student voice,227.3
95.2,Rest of the World,Wales,Full-time,First degree,Language and area studies,Theme 1: Teaching on my course,38.7
92.5,Rest of the World,Wales,Full-time,First degree,Language and area studies,Theme 2: Learning opportunities,38.7
92.6,Rest of the World,Wales,Full-time,First degree,Language and area studies,Theme 3: Assessment and feedback,38.7
95.5,Rest of the World,Wales,Full-time,First degree,Language and area studies,Theme 4: Academic support,38.7
93.5,Rest of the World,Wales,Full-time,First degree,Language and area studies,Theme 5: Organisation and management,38.2
97,Rest of the World,Wales,Full-time,First degree,Language and area studies,Theme 6: Learning resources,38.7
92.1,Rest of the World,Wales,Full-time,First degree,Language and area studies,Theme 7: Student voice,38.2
91.8,Rest of the World,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,8.7
82.7,Rest of the World,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,8.7
79.2,Rest of the World,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,8.7
91.3,Rest of the World,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,8.7
79.8,Rest of the World,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,8.7
87.2,Rest of the World,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,8.7
80.8,Rest of the World,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,8.7
87.2,Rest of the World,Wales,Full-time,First degree,"Media, journalism and communications",Theme 1: Teaching on my course,37.1
82.7,Rest of the World,Wales,Full-time,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,37.1
84.6,Rest of the World,Wales,Full-time,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,37.1
83.8,Rest of the World,Wales,Full-time,First degree,"Media, journalism and communications",Theme 4: Academic support,37.1
83.8,Rest of the World,Wales,Full-time,First degree,"Media, journalism and communications",Theme 5: Organisation and management,37.1
89.2,Rest of the World,Wales,Full-time,First degree,"Media, journalism and communications",Theme 6: Learning resources,37.1
80.2,Rest of the World,Wales,Full-time,First degree,"Media, journalism and communications",Theme 7: Student voice,37.1
88.1,Rest of the World,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,42.2
81.1,Rest of the World,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,42.2
80.7,Rest of the World,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,42.2
84.6,Rest of the World,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,42.2
70.3,Rest of the World,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,42.2
78.1,Rest of the World,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,42.2
77.5,Rest of the World,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,42.2
86,Rest of the World,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,12.5
78.4,Rest of the World,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,12.5
70.4,Rest of the World,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,12.5
84,Rest of the World,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,12.5
92,Rest of the World,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,12.5
94.7,Rest of the World,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,12.5
82.7,Rest of the World,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,12.5
87,Rest of the World,Wales,Full-time,First degree,All subjects,Theme 1: Teaching on my course,902
83.9,Rest of the World,Wales,Full-time,First degree,All subjects,Theme 2: Learning opportunities,902
80.5,Rest of the World,Wales,Full-time,First degree,All subjects,Theme 3: Assessment and feedback,902
88.4,Rest of the World,Wales,Full-time,First degree,All subjects,Theme 4: Academic support,902
82.6,Rest of the World,Wales,Full-time,First degree,All subjects,Theme 5: Organisation and management,901
89.8,Rest of the World,Wales,Full-time,First degree,All subjects,Theme 6: Learning resources,899
81.5,Rest of the World,Wales,Full-time,First degree,All subjects,Theme 7: Student voice,898
90.6,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 1: Teaching on my course,24
86.7,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 2: Learning opportunities,24
77.5,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 3: Assessment and feedback,24
81.3,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 4: Academic support,24
66.7,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 5: Organisation and management,24
91.7,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 6: Learning resources,24
72.2,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 7: Student voice,24
91,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 1: Teaching on my course,25
84.8,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 2: Learning opportunities,25
76,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 3: Assessment and feedback,25
90,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 4: Academic support,25
84,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 5: Organisation and management,25
88,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 6: Learning resources,25
80,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 7: Student voice,25
100,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 1: Teaching on my course,10
86,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 2: Learning opportunities,10
90,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 3: Assessment and feedback,10
100,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 4: Academic support,10
85,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 5: Organisation and management,10
90,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 6: Learning resources,10
93.3,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,Engineering and technology,Theme 7: Student voice,10
92.5,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 1: Teaching on my course,77
86.2,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 2: Learning opportunities,77
80,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 3: Assessment and feedback,77
85.1,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 4: Academic support,77
72.7,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 5: Organisation and management,77
89.6,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 6: Learning resources,77
77.9,Rest of the World,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 7: Student voice,77
90.6,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 1: Teaching on my course,24
86.7,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 2: Learning opportunities,24
77.5,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 3: Assessment and feedback,24
81.3,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 4: Academic support,24
66.7,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 5: Organisation and management,24
91.7,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 6: Learning resources,24
72.2,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 7: Student voice,24
91,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 1: Teaching on my course,25
84.8,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 2: Learning opportunities,25
76,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 3: Assessment and feedback,25
90,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 4: Academic support,25
84,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 5: Organisation and management,25
88,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 6: Learning resources,25
80,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Subjects allied to medicine,Theme 7: Student voice,25
100,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 1: Teaching on my course,10
86,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 2: Learning opportunities,10
90,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 3: Assessment and feedback,10
100,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 4: Academic support,10
85,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 5: Organisation and management,10
90,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 6: Learning resources,10
93.3,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,Engineering and technology,Theme 7: Student voice,10
92.5,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 1: Teaching on my course,77
86.2,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 2: Learning opportunities,77
80,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 3: Assessment and feedback,77
85.1,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 4: Academic support,77
72.7,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 5: Organisation and management,77
89.6,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 6: Learning resources,77
77.9,Rest of the World,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 7: Student voice,77
88.3,United Kingdom,Wales,All modes,All undergraduates,Medicine and dentistry,Theme 1: Teaching on my course,377
87,United Kingdom,Wales,All modes,All undergraduates,Medicine and dentistry,Theme 2: Learning opportunities,377
71.7,United Kingdom,Wales,All modes,All undergraduates,Medicine and dentistry,Theme 3: Assessment and feedback,377
80.5,United Kingdom,Wales,All modes,All undergraduates,Medicine and dentistry,Theme 4: Academic support,377
52.8,United Kingdom,Wales,All modes,All undergraduates,Medicine and dentistry,Theme 5: Organisation and management,377
89.2,United Kingdom,Wales,All modes,All undergraduates,Medicine and dentistry,Theme 6: Learning resources,375
65.3,United Kingdom,Wales,All modes,All undergraduates,Medicine and dentistry,Theme 7: Student voice,376
79.7,United Kingdom,Wales,All modes,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,2216
75.7,United Kingdom,Wales,All modes,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,2217
72.2,United Kingdom,Wales,All modes,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,2217
70.5,United Kingdom,Wales,All modes,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,2215
49.2,United Kingdom,Wales,All modes,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,2215
84.1,United Kingdom,Wales,All modes,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,2204
62.8,United Kingdom,Wales,All modes,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,2199
86.1,United Kingdom,Wales,All modes,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,1515
82.6,United Kingdom,Wales,All modes,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,1515
78.9,United Kingdom,Wales,All modes,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,1515
82.6,United Kingdom,Wales,All modes,All undergraduates,Biological and sport sciences,Theme 4: Academic support,1513.4
78.3,United Kingdom,Wales,All modes,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,1515
85.4,United Kingdom,Wales,All modes,All undergraduates,Biological and sport sciences,Theme 6: Learning resources,1509.9
73.2,United Kingdom,Wales,All modes,All undergraduates,Biological and sport sciences,Theme 7: Student voice,1508.5
85.7,United Kingdom,Wales,All modes,All undergraduates,Psychology,Theme 1: Teaching on my course,707.4
79.9,United Kingdom,Wales,All modes,All undergraduates,Psychology,Theme 2: Learning opportunities,707.4
75.3,United Kingdom,Wales,All modes,All undergraduates,Psychology,Theme 3: Assessment and feedback,707.4
79.9,United Kingdom,Wales,All modes,All undergraduates,Psychology,Theme 4: Academic support,707.4
78,United Kingdom,Wales,All modes,All undergraduates,Psychology,Theme 5: Organisation and management,707.4
88.7,United Kingdom,Wales,All modes,All undergraduates,Psychology,Theme 6: Learning resources,703.9
73.5,United Kingdom,Wales,All modes,All undergraduates,Psychology,Theme 7: Student voice,705.9
89.1,United Kingdom,Wales,All modes,All undergraduates,Veterinary sciences,Theme 1: Teaching on my course,23
88.9,United Kingdom,Wales,All modes,All undergraduates,Veterinary sciences,Theme 2: Learning opportunities,23
74.8,United Kingdom,Wales,All modes,All undergraduates,Veterinary sciences,Theme 3: Assessment and feedback,23
69.6,United Kingdom,Wales,All modes,All undergraduates,Veterinary sciences,Theme 4: Academic support,23
54.3,United Kingdom,Wales,All modes,All undergraduates,Veterinary sciences,Theme 5: Organisation and management,23
86.2,United Kingdom,Wales,All modes,All undergraduates,Veterinary sciences,Theme 6: Learning resources,23
66.7,United Kingdom,Wales,All modes,All undergraduates,Veterinary sciences,Theme 7: Student voice,23
89.1,United Kingdom,Wales,All modes,All undergraduates,"Agriculture, food and related studies",Theme 1: Teaching on my course,143.4
82.8,United Kingdom,Wales,All modes,All undergraduates,"Agriculture, food and related studies",Theme 2: Learning opportunities,143.4
83.7,United Kingdom,Wales,All modes,All undergraduates,"Agriculture, food and related studies",Theme 3: Assessment and feedback,143.4
86.2,United Kingdom,Wales,All modes,All undergraduates,"Agriculture, food and related studies",Theme 4: Academic support,143.4
78.2,United Kingdom,Wales,All modes,All undergraduates,"Agriculture, food and related studies",Theme 5: Organisation and management,143.4
83.9,United Kingdom,Wales,All modes,All undergraduates,"Agriculture, food and related studies",Theme 6: Learning resources,142.4
74.5,United Kingdom,Wales,All modes,All undergraduates,"Agriculture, food and related studies",Theme 7: Student voice,143.4
87.1,United Kingdom,Wales,All modes,All undergraduates,Physical sciences,Theme 1: Teaching on my course,309.2
81.3,United Kingdom,Wales,All modes,All undergraduates,Physical sciences,Theme 2: Learning opportunities,309.2
75.3,United Kingdom,Wales,All modes,All undergraduates,Physical sciences,Theme 3: Assessment and feedback,309.2
87.9,United Kingdom,Wales,All modes,All undergraduates,Physical sciences,Theme 4: Academic support,309.2
70.5,United Kingdom,Wales,All modes,All undergraduates,Physical sciences,Theme 5: Organisation and management,309.2
86.5,United Kingdom,Wales,All modes,All undergraduates,Physical sciences,Theme 6: Learning resources,308.2
73.4,United Kingdom,Wales,All modes,All undergraduates,Physical sciences,Theme 7: Student voice,307.2
83.7,United Kingdom,Wales,All modes,All undergraduates,Mathematical sciences,Theme 1: Teaching on my course,101.5
79.8,United Kingdom,Wales,All modes,All undergraduates,Mathematical sciences,Theme 2: Learning opportunities,101.5
78.1,United Kingdom,Wales,All modes,All undergraduates,Mathematical sciences,Theme 3: Assessment and feedback,101.5
89.6,United Kingdom,Wales,All modes,All undergraduates,Mathematical sciences,Theme 4: Academic support,100.5
84.7,United Kingdom,Wales,All modes,All undergraduates,Mathematical sciences,Theme 5: Organisation and management,101.5
85.7,United Kingdom,Wales,All modes,All undergraduates,Mathematical sciences,Theme 6: Learning resources,100.5
72.4,United Kingdom,Wales,All modes,All undergraduates,Mathematical sciences,Theme 7: Student voice,100.5
83.8,United Kingdom,Wales,All modes,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,718
80.8,United Kingdom,Wales,All modes,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,718
74.5,United Kingdom,Wales,All modes,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,718
85.6,United Kingdom,Wales,All modes,All undergraduates,Engineering and technology,Theme 4: Academic support,717
76.1,United Kingdom,Wales,All modes,All undergraduates,Engineering and technology,Theme 5: Organisation and management,718
86.1,United Kingdom,Wales,All modes,All undergraduates,Engineering and technology,Theme 6: Learning resources,714
74.3,United Kingdom,Wales,All modes,All undergraduates,Engineering and technology,Theme 7: Student voice,713
79.8,United Kingdom,Wales,All modes,All undergraduates,Computing,Theme 1: Teaching on my course,716.6
76.2,United Kingdom,Wales,All modes,All undergraduates,Computing,Theme 2: Learning opportunities,716.6
76.3,United Kingdom,Wales,All modes,All undergraduates,Computing,Theme 3: Assessment and feedback,715.6
82.2,United Kingdom,Wales,All modes,All undergraduates,Computing,Theme 4: Academic support,715.6
68.1,United Kingdom,Wales,All modes,All undergraduates,Computing,Theme 5: Organisation and management,715.6
82,United Kingdom,Wales,All modes,All undergraduates,Computing,Theme 6: Learning resources,711.6
71.2,United Kingdom,Wales,All modes,All undergraduates,Computing,Theme 7: Student voice,711.6
86.1,United Kingdom,Wales,All modes,All undergraduates,"Architecture, building and planning",Theme 1: Teaching on my course,176.5
83.1,United Kingdom,Wales,All modes,All undergraduates,"Architecture, building and planning",Theme 2: Learning opportunities,176.5
80.5,United Kingdom,Wales,All modes,All undergraduates,"Architecture, building and planning",Theme 3: Assessment and feedback,176.5
87.5,United Kingdom,Wales,All modes,All undergraduates,"Architecture, building and planning",Theme 4: Academic support,176.5
75.6,United Kingdom,Wales,All modes,All undergraduates,"Architecture, building and planning",Theme 5: Organisation and management,176.5
87.3,United Kingdom,Wales,All modes,All undergraduates,"Architecture, building and planning",Theme 6: Learning resources,175.5
76.7,United Kingdom,Wales,All modes,All undergraduates,"Architecture, building and planning",Theme 7: Student voice,175.5
84.7,United Kingdom,Wales,All modes,All undergraduates,Social sciences,Theme 1: Teaching on my course,1379.5
81,United Kingdom,Wales,All modes,All undergraduates,Social sciences,Theme 2: Learning opportunities,1379.5
80.1,United Kingdom,Wales,All modes,All undergraduates,Social sciences,Theme 3: Assessment and feedback,1379.5
82.4,United Kingdom,Wales,All modes,All undergraduates,Social sciences,Theme 4: Academic support,1379.5
74.6,United Kingdom,Wales,All modes,All undergraduates,Social sciences,Theme 5: Organisation and management,1379
85,United Kingdom,Wales,All modes,All undergraduates,Social sciences,Theme 6: Learning resources,1371
74.6,United Kingdom,Wales,All modes,All undergraduates,Social sciences,Theme 7: Student voice,1362.5
78.9,United Kingdom,Wales,All modes,All undergraduates,Law,Theme 1: Teaching on my course,802.6
71.6,United Kingdom,Wales,All modes,All undergraduates,Law,Theme 2: Learning opportunities,803.6
76.7,United Kingdom,Wales,All modes,All undergraduates,Law,Theme 3: Assessment and feedback,803.6
79.4,United Kingdom,Wales,All modes,All undergraduates,Law,Theme 4: Academic support,802.6
70.3,United Kingdom,Wales,All modes,All undergraduates,Law,Theme 5: Organisation and management,802.6
80.3,United Kingdom,Wales,All modes,All undergraduates,Law,Theme 6: Learning resources,792.6
66.8,United Kingdom,Wales,All modes,All undergraduates,Law,Theme 7: Student voice,797.6
84.3,United Kingdom,Wales,All modes,All undergraduates,Business and management,Theme 1: Teaching on my course,1318.9
83.3,United Kingdom,Wales,All modes,All undergraduates,Business and management,Theme 2: Learning opportunities,1318.9
