Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
73.5,No disability reported,Scotland,All modes,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,344.4
87.2,No disability reported,Scotland,All modes,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,341.4
71.3,No disability reported,Scotland,All modes,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,340.4
86.4,No disability reported,Scotland,All modes,First degree,All subjects,Theme 1: Teaching on my course,18495
81,No disability reported,Scotland,All modes,First degree,All subjects,Theme 2: Learning opportunities,18495
75.5,No disability reported,Scotland,All modes,First degree,All subjects,Theme 3: Assessment and feedback,18493
84.9,No disability reported,Scotland,All modes,First degree,All subjects,Theme 4: Academic support,18479
73.5,No disability reported,Scotland,All modes,First degree,All subjects,Theme 5: Organisation and management,18491
87.9,No disability reported,Scotland,All modes,First degree,All subjects,Theme 6: Learning resources,18424
72,No disability reported,Scotland,All modes,First degree,All subjects,Theme 7: Student voice,18396
82.2,No disability reported,Scotland,Apprenticeship,First degree,Engineering and technology,Theme 1: Teaching on my course,118
72.2,No disability reported,Scotland,Apprenticeship,First degree,Engineering and technology,Theme 2: Learning opportunities,118
72.9,No disability reported,Scotland,Apprenticeship,First degree,Engineering and technology,Theme 3: Assessment and feedback,118
82.6,No disability reported,Scotland,Apprenticeship,First degree,Engineering and technology,Theme 4: Academic support,118
58.1,No disability reported,Scotland,Apprenticeship,First degree,Engineering and technology,Theme 5: Organisation and management,118
82.6,No disability reported,Scotland,Apprenticeship,First degree,Engineering and technology,Theme 6: Learning resources,117
57.8,No disability reported,Scotland,Apprenticeship,First degree,Engineering and technology,Theme 7: Student voice,116
81.7,No disability reported,Scotland,Apprenticeship,First degree,Computing,Theme 1: Teaching on my course,72.5
73,No disability reported,Scotland,Apprenticeship,First degree,Computing,Theme 2: Learning opportunities,72.5
78.3,No disability reported,Scotland,Apprenticeship,First degree,Computing,Theme 3: Assessment and feedback,71.5
88.8,No disability reported,Scotland,Apprenticeship,First degree,Computing,Theme 4: Academic support,71.5
74.1,No disability reported,Scotland,Apprenticeship,First degree,Computing,Theme 5: Organisation and management,71.5
86.8,No disability reported,Scotland,Apprenticeship,First degree,Computing,Theme 6: Learning resources,70.5
73.4,No disability reported,Scotland,Apprenticeship,First degree,Computing,Theme 7: Student voice,71.5
68.5,No disability reported,Scotland,Apprenticeship,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,54
69.3,No disability reported,Scotland,Apprenticeship,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,54
56.3,No disability reported,Scotland,Apprenticeship,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,54
73.1,No disability reported,Scotland,Apprenticeship,First degree,"Architecture, building and planning",Theme 4: Academic support,54
47.2,No disability reported,Scotland,Apprenticeship,First degree,"Architecture, building and planning",Theme 5: Organisation and management,54
80.5,No disability reported,Scotland,Apprenticeship,First degree,"Architecture, building and planning",Theme 6: Learning resources,53
51.5,No disability reported,Scotland,Apprenticeship,First degree,"Architecture, building and planning",Theme 7: Student voice,54
100,No disability reported,Scotland,Apprenticeship,First degree,Social sciences,Theme 1: Teaching on my course,13
95.4,No disability reported,Scotland,Apprenticeship,First degree,Social sciences,Theme 2: Learning opportunities,13
87.7,No disability reported,Scotland,Apprenticeship,First degree,Social sciences,Theme 3: Assessment and feedback,13
96.2,No disability reported,Scotland,Apprenticeship,First degree,Social sciences,Theme 4: Academic support,13
100,No disability reported,Scotland,Apprenticeship,First degree,Social sciences,Theme 5: Organisation and management,13
92.3,No disability reported,Scotland,Apprenticeship,First degree,Social sciences,Theme 6: Learning resources,13
92.3,No disability reported,Scotland,Apprenticeship,First degree,Social sciences,Theme 7: Student voice,13
90.9,No disability reported,Scotland,Apprenticeship,First degree,Business and management,Theme 1: Teaching on my course,123
88.1,No disability reported,Scotland,Apprenticeship,First degree,Business and management,Theme 2: Learning opportunities,123
85.9,No disability reported,Scotland,Apprenticeship,First degree,Business and management,Theme 3: Assessment and feedback,123
93.5,No disability reported,Scotland,Apprenticeship,First degree,Business and management,Theme 4: Academic support,123
80.9,No disability reported,Scotland,Apprenticeship,First degree,Business and management,Theme 5: Organisation and management,123
89.7,No disability reported,Scotland,Apprenticeship,First degree,Business and management,Theme 6: Learning resources,123
79.5,No disability reported,Scotland,Apprenticeship,First degree,Business and management,Theme 7: Student voice,123
83.6,No disability reported,Scotland,Apprenticeship,First degree,All subjects,Theme 1: Teaching on my course,382
78,No disability reported,Scotland,Apprenticeship,First degree,All subjects,Theme 2: Learning opportunities,382
76.2,No disability reported,Scotland,Apprenticeship,First degree,All subjects,Theme 3: Assessment and feedback,381
86.5,No disability reported,Scotland,Apprenticeship,First degree,All subjects,Theme 4: Academic support,381
68.5,No disability reported,Scotland,Apprenticeship,First degree,All subjects,Theme 5: Organisation and management,381
85.8,No disability reported,Scotland,Apprenticeship,First degree,All subjects,Theme 6: Learning resources,378
68.2,No disability reported,Scotland,Apprenticeship,First degree,All subjects,Theme 7: Student voice,379
96,No disability reported,Scotland,Full-time,First degree,Medicine and dentistry,Theme 1: Teaching on my course,130
90.5,No disability reported,Scotland,Full-time,First degree,Medicine and dentistry,Theme 2: Learning opportunities,130
73.5,No disability reported,Scotland,Full-time,First degree,Medicine and dentistry,Theme 3: Assessment and feedback,130
96.9,No disability reported,Scotland,Full-time,First degree,Medicine and dentistry,Theme 4: Academic support,130
85.6,No disability reported,Scotland,Full-time,First degree,Medicine and dentistry,Theme 5: Organisation and management,130
93.8,No disability reported,Scotland,Full-time,First degree,Medicine and dentistry,Theme 6: Learning resources,130
78,No disability reported,Scotland,Full-time,First degree,Medicine and dentistry,Theme 7: Student voice,129
86.6,No disability reported,Scotland,Full-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,3021.5
81.3,No disability reported,Scotland,Full-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,3022.5
75.9,No disability reported,Scotland,Full-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,3022.5
79.8,No disability reported,Scotland,Full-time,First degree,Subjects allied to medicine,Theme 4: Academic support,3020.5
62.4,No disability reported,Scotland,Full-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,3021.5
87.8,No disability reported,Scotland,Full-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,3004.2
71.4,No disability reported,Scotland,Full-time,First degree,Subjects allied to medicine,Theme 7: Student voice,3006.5
88.4,No disability reported,Scotland,Full-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,1178.8
81.9,No disability reported,Scotland,Full-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,1178.8
74.8,No disability reported,Scotland,Full-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,1178.8
88.8,No disability reported,Scotland,Full-time,First degree,Biological and sport sciences,Theme 4: Academic support,1178.8
80.9,No disability reported,Scotland,Full-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,1178.8
86.8,No disability reported,Scotland,Full-time,First degree,Biological and sport sciences,Theme 6: Learning resources,1175.1
75,No disability reported,Scotland,Full-time,First degree,Biological and sport sciences,Theme 7: Student voice,1175.8
86.9,No disability reported,Scotland,Full-time,First degree,Psychology,Theme 1: Teaching on my course,752.3
79.8,No disability reported,Scotland,Full-time,First degree,Psychology,Theme 2: Learning opportunities,752.3
74.6,No disability reported,Scotland,Full-time,First degree,Psychology,Theme 3: Assessment and feedback,752.3
83,No disability reported,Scotland,Full-time,First degree,Psychology,Theme 4: Academic support,751.3
75.6,No disability reported,Scotland,Full-time,First degree,Psychology,Theme 5: Organisation and management,751.3
88.4,No disability reported,Scotland,Full-time,First degree,Psychology,Theme 6: Learning resources,748.6
73.5,No disability reported,Scotland,Full-time,First degree,Psychology,Theme 7: Student voice,748.8
89.6,No disability reported,Scotland,Full-time,First degree,Veterinary sciences,Theme 1: Teaching on my course,48
78.3,No disability reported,Scotland,Full-time,First degree,Veterinary sciences,Theme 2: Learning opportunities,48
74.6,No disability reported,Scotland,Full-time,First degree,Veterinary sciences,Theme 3: Assessment and feedback,48
67.7,No disability reported,Scotland,Full-time,First degree,Veterinary sciences,Theme 4: Academic support,48
43.8,No disability reported,Scotland,Full-time,First degree,Veterinary sciences,Theme 5: Organisation and management,48
86.9,No disability reported,Scotland,Full-time,First degree,Veterinary sciences,Theme 6: Learning resources,47
59.6,No disability reported,Scotland,Full-time,First degree,Veterinary sciences,Theme 7: Student voice,47
84.9,No disability reported,Scotland,Full-time,First degree,"Agriculture, food and related studies",Theme 1: Teaching on my course,113.5
81.6,No disability reported,Scotland,Full-time,First degree,"Agriculture, food and related studies",Theme 2: Learning opportunities,113.5
81.5,No disability reported,Scotland,Full-time,First degree,"Agriculture, food and related studies",Theme 3: Assessment and feedback,113.5
86.8,No disability reported,Scotland,Full-time,First degree,"Agriculture, food and related studies",Theme 4: Academic support,113.5
72.7,No disability reported,Scotland,Full-time,First degree,"Agriculture, food and related studies",Theme 5: Organisation and management,113.5
83.6,No disability reported,Scotland,Full-time,First degree,"Agriculture, food and related studies",Theme 6: Learning resources,113.5
75.9,No disability reported,Scotland,Full-time,First degree,"Agriculture, food and related studies",Theme 7: Student voice,113.5
86.1,No disability reported,Scotland,Full-time,First degree,Physical sciences,Theme 1: Teaching on my course,310.5
81.4,No disability reported,Scotland,Full-time,First degree,Physical sciences,Theme 2: Learning opportunities,310.5
75,No disability reported,Scotland,Full-time,First degree,Physical sciences,Theme 3: Assessment and feedback,309.5
89.3,No disability reported,Scotland,Full-time,First degree,Physical sciences,Theme 4: Academic support,310.5
76.4,No disability reported,Scotland,Full-time,First degree,Physical sciences,Theme 5: Organisation and management,310.5
86.4,No disability reported,Scotland,Full-time,First degree,Physical sciences,Theme 6: Learning resources,310.5
74.3,No disability reported,Scotland,Full-time,First degree,Physical sciences,Theme 7: Student voice,306.5
84.9,No disability reported,Scotland,Full-time,First degree,Mathematical sciences,Theme 1: Teaching on my course,386.7
80,No disability reported,Scotland,Full-time,First degree,Mathematical sciences,Theme 2: Learning opportunities,386.7
76.1,No disability reported,Scotland,Full-time,First degree,Mathematical sciences,Theme 3: Assessment and feedback,386.7
84.6,No disability reported,Scotland,Full-time,First degree,Mathematical sciences,Theme 4: Academic support,385.2
81.8,No disability reported,Scotland,Full-time,First degree,Mathematical sciences,Theme 5: Organisation and management,386.7
89,No disability reported,Scotland,Full-time,First degree,Mathematical sciences,Theme 6: Learning resources,385.2
72.7,No disability reported,Scotland,Full-time,First degree,Mathematical sciences,Theme 7: Student voice,384.2
80.6,No disability reported,Scotland,Full-time,First degree,Engineering and technology,Theme 1: Teaching on my course,910
77.8,No disability reported,Scotland,Full-time,First degree,Engineering and technology,Theme 2: Learning opportunities,910
67.8,No disability reported,Scotland,Full-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,910
83.7,No disability reported,Scotland,Full-time,First degree,Engineering and technology,Theme 4: Academic support,910
72.9,No disability reported,Scotland,Full-time,First degree,Engineering and technology,Theme 5: Organisation and management,910
86.1,No disability reported,Scotland,Full-time,First degree,Engineering and technology,Theme 6: Learning resources,908
68.9,No disability reported,Scotland,Full-time,First degree,Engineering and technology,Theme 7: Student voice,907
82.5,No disability reported,Scotland,Full-time,First degree,Computing,Theme 1: Teaching on my course,960.5
77.8,No disability reported,Scotland,Full-time,First degree,Computing,Theme 2: Learning opportunities,960.5
74.3,No disability reported,Scotland,Full-time,First degree,Computing,Theme 3: Assessment and feedback,960.5
84.5,No disability reported,Scotland,Full-time,First degree,Computing,Theme 4: Academic support,955
73.9,No disability reported,Scotland,Full-time,First degree,Computing,Theme 5: Organisation and management,959.5
87,No disability reported,Scotland,Full-time,First degree,Computing,Theme 6: Learning resources,955
71.3,No disability reported,Scotland,Full-time,First degree,Computing,Theme 7: Student voice,953.5
85.4,No disability reported,Scotland,Full-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,388.4
79.6,No disability reported,Scotland,Full-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,388.4
74.7,No disability reported,Scotland,Full-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,388.4
82.6,No disability reported,Scotland,Full-time,First degree,"Architecture, building and planning",Theme 4: Academic support,387.4
76.1,No disability reported,Scotland,Full-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,388.4
85.5,No disability reported,Scotland,Full-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,388.4
71.3,No disability reported,Scotland,Full-time,First degree,"Architecture, building and planning",Theme 7: Student voice,386.4
86.5,No disability reported,Scotland,Full-time,First degree,Social sciences,Theme 1: Teaching on my course,1830.9
81.5,No disability reported,Scotland,Full-time,First degree,Social sciences,Theme 2: Learning opportunities,1830.4
75,No disability reported,Scotland,Full-time,First degree,Social sciences,Theme 3: Assessment and feedback,1830.4
83.7,No disability reported,Scotland,Full-time,First degree,Social sciences,Theme 4: Academic support,1829.9
74.8,No disability reported,Scotland,Full-time,First degree,Social sciences,Theme 5: Organisation and management,1830.9
88.5,No disability reported,Scotland,Full-time,First degree,Social sciences,Theme 6: Learning resources,1824.1
71.3,No disability reported,Scotland,Full-time,First degree,Social sciences,Theme 7: Student voice,1819.4
89.7,No disability reported,Scotland,Full-time,First degree,Law,Theme 1: Teaching on my course,859.3
81.8,No disability reported,Scotland,Full-time,First degree,Law,Theme 2: Learning opportunities,859.3
72,No disability reported,Scotland,Full-time,First degree,Law,Theme 3: Assessment and feedback,859.3
84.8,No disability reported,Scotland,Full-time,First degree,Law,Theme 4: Academic support,859.3
78.6,No disability reported,Scotland,Full-time,First degree,Law,Theme 5: Organisation and management,859.3
90.5,No disability reported,Scotland,Full-time,First degree,Law,Theme 6: Learning resources,854.3
69.1,No disability reported,Scotland,Full-time,First degree,Law,Theme 7: Student voice,853.1
84.9,No disability reported,Scotland,Full-time,First degree,Business and management,Theme 1: Teaching on my course,2508.3
82.2,No disability reported,Scotland,Full-time,First degree,Business and management,Theme 2: Learning opportunities,2508.3
76.7,No disability reported,Scotland,Full-time,First degree,Business and management,Theme 3: Assessment and feedback,2508.3
86.4,No disability reported,Scotland,Full-time,First degree,Business and management,Theme 4: Academic support,2506.3
82.6,No disability reported,Scotland,Full-time,First degree,Business and management,Theme 5: Organisation and management,2507.3
89.8,No disability reported,Scotland,Full-time,First degree,Business and management,Theme 6: Learning resources,2502.3
74.6,No disability reported,Scotland,Full-time,First degree,Business and management,Theme 7: Student voice,2493.5
90.1,No disability reported,Scotland,Full-time,First degree,Language and area studies,Theme 1: Teaching on my course,850.3
80.8,No disability reported,Scotland,Full-time,First degree,Language and area studies,Theme 2: Learning opportunities,850.3
73.3,No disability reported,Scotland,Full-time,First degree,Language and area studies,Theme 3: Assessment and feedback,850.3
87.1,No disability reported,Scotland,Full-time,First degree,Language and area studies,Theme 4: Academic support,849.8
73,No disability reported,Scotland,Full-time,First degree,Language and area studies,Theme 5: Organisation and management,850.3
89.4,No disability reported,Scotland,Full-time,First degree,Language and area studies,Theme 6: Learning resources,850.3
71.2,No disability reported,Scotland,Full-time,First degree,Language and area studies,Theme 7: Student voice,849.8
90.9,No disability reported,Scotland,Full-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,811.7
81.3,No disability reported,Scotland,Full-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,811.2
76.2,No disability reported,Scotland,Full-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,811.2
86.2,No disability reported,Scotland,Full-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,811.2
77.6,No disability reported,Scotland,Full-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,811.7
88.6,No disability reported,Scotland,Full-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,810.2
71.2,No disability reported,Scotland,Full-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,809.7
85.5,No disability reported,Scotland,Full-time,First degree,Education and teaching,Theme 1: Teaching on my course,576.3
80.5,No disability reported,Scotland,Full-time,First degree,Education and teaching,Theme 2: Learning opportunities,576.3
69.9,No disability reported,Scotland,Full-time,First degree,Education and teaching,Theme 3: Assessment and feedback,576.3
84.4,No disability reported,Scotland,Full-time,First degree,Education and teaching,Theme 4: Academic support,575.3
59.1,No disability reported,Scotland,Full-time,First degree,Education and teaching,Theme 5: Organisation and management,576.3
87.8,No disability reported,Scotland,Full-time,First degree,Education and teaching,Theme 6: Learning resources,572.3
65.8,No disability reported,Scotland,Full-time,First degree,Education and teaching,Theme 7: Student voice,570.3
92.4,No disability reported,Scotland,Full-time,First degree,Combined and general studies,Theme 1: Teaching on my course,28.6
87.5,No disability reported,Scotland,Full-time,First degree,Combined and general studies,Theme 2: Learning opportunities,28.6
86.6,No disability reported,Scotland,Full-time,First degree,Combined and general studies,Theme 3: Assessment and feedback,28.6
93.9,No disability reported,Scotland,Full-time,First degree,Combined and general studies,Theme 4: Academic support,28.6
83.7,No disability reported,Scotland,Full-time,First degree,Combined and general studies,Theme 5: Organisation and management,28.6
84.1,No disability reported,Scotland,Full-time,First degree,Combined and general studies,Theme 6: Learning resources,28.6
78.5,No disability reported,Scotland,Full-time,First degree,Combined and general studies,Theme 7: Student voice,28.6
89.1,No disability reported,Scotland,Full-time,First degree,"Media, journalism and communications",Theme 1: Teaching on my course,377
82.2,No disability reported,Scotland,Full-time,First degree,"Media, journalism and communications",Theme 2: Learning opportunities,377
83.3,No disability reported,Scotland,Full-time,First degree,"Media, journalism and communications",Theme 3: Assessment and feedback,377
88.4,No disability reported,Scotland,Full-time,First degree,"Media, journalism and communications",Theme 4: Academic support,377
72.7,No disability reported,Scotland,Full-time,First degree,"Media, journalism and communications",Theme 5: Organisation and management,377
86.5,No disability reported,Scotland,Full-time,First degree,"Media, journalism and communications",Theme 6: Learning resources,377
76.7,No disability reported,Scotland,Full-time,First degree,"Media, journalism and communications",Theme 7: Student voice,374
85.1,No disability reported,Scotland,Full-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,1344
79.8,No disability reported,Scotland,Full-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,1344
82,No disability reported,Scotland,Full-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,1344
87.3,No disability reported,Scotland,Full-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,1344
66.6,No disability reported,Scotland,Full-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,1344
84.1,No disability reported,Scotland,Full-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,1341
71.9,No disability reported,Scotland,Full-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,1341
87.1,No disability reported,Scotland,Full-time,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,343.4
82.2,No disability reported,Scotland,Full-time,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,343.4
71,No disability reported,Scotland,Full-time,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,343.4
84.1,No disability reported,Scotland,Full-time,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,343.4
73.8,No disability reported,Scotland,Full-time,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,343.4
87.5,No disability reported,Scotland,Full-time,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,340.4
71.5,No disability reported,Scotland,Full-time,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,339.4
86.4,No disability reported,Scotland,Full-time,First degree,All subjects,Theme 1: Teaching on my course,17730
81,No disability reported,Scotland,Full-time,First degree,All subjects,Theme 2: Learning opportunities,17730
75.3,No disability reported,Scotland,Full-time,First degree,All subjects,Theme 3: Assessment and feedback,17729
84.7,No disability reported,Scotland,Full-time,First degree,All subjects,Theme 4: Academic support,17715
73.3,No disability reported,Scotland,Full-time,First degree,All subjects,Theme 5: Organisation and management,17727
87.9,No disability reported,Scotland,Full-time,First degree,All subjects,Theme 6: Learning resources,17666
72,No disability reported,Scotland,Full-time,First degree,All subjects,Theme 7: Student voice,17637
76.6,No disability reported,Scotland,Part-time,First degree,Engineering and technology,Theme 1: Teaching on my course,26.9
69.1,No disability reported,Scotland,Part-time,First degree,Engineering and technology,Theme 2: Learning opportunities,26.9
70.1,No disability reported,Scotland,Part-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,26.9
72.1,No disability reported,Scotland,Part-time,First degree,Engineering and technology,Theme 4: Academic support,26.9
62,No disability reported,Scotland,Part-time,First degree,Engineering and technology,Theme 5: Organisation and management,26.9
75.6,No disability reported,Scotland,Part-time,First degree,Engineering and technology,Theme 6: Learning resources,26.9
50.6,No disability reported,Scotland,Part-time,First degree,Engineering and technology,Theme 7: Student voice,26.9
84.5,No disability reported,Scotland,Part-time,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,65.6
70.2,No disability reported,Scotland,Part-time,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,65.6
70.8,No disability reported,Scotland,Part-time,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,65.6
80.9,No disability reported,Scotland,Part-time,First degree,"Architecture, building and planning",Theme 4: Academic support,65.6
75,No disability reported,Scotland,Part-time,First degree,"Architecture, building and planning",Theme 5: Organisation and management,65.6
82.1,No disability reported,Scotland,Part-time,First degree,"Architecture, building and planning",Theme 6: Learning resources,64.6
68.5,No disability reported,Scotland,Part-time,First degree,"Architecture, building and planning",Theme 7: Student voice,64.6
93.6,No disability reported,Scotland,Part-time,First degree,Social sciences,Theme 1: Teaching on my course,70
93.6,No disability reported,Scotland,Part-time,First degree,Social sciences,Theme 2: Learning opportunities,70
94.6,No disability reported,Scotland,Part-time,First degree,Social sciences,Theme 3: Assessment and feedback,70
92.9,No disability reported,Scotland,Part-time,First degree,Social sciences,Theme 4: Academic support,70
94.3,No disability reported,Scotland,Part-time,First degree,Social sciences,Theme 5: Organisation and management,70
90,No disability reported,Scotland,Part-time,First degree,Social sciences,Theme 6: Learning resources,70
83.3,No disability reported,Scotland,Part-time,First degree,Social sciences,Theme 7: Student voice,70
95.2,No disability reported,Scotland,Part-time,First degree,Law,Theme 1: Teaching on my course,21
93.3,No disability reported,Scotland,Part-time,First degree,Law,Theme 2: Learning opportunities,21
89.5,No disability reported,Scotland,Part-time,First degree,Law,Theme 3: Assessment and feedback,21
90.5,No disability reported,Scotland,Part-time,First degree,Law,Theme 4: Academic support,21
76.2,No disability reported,Scotland,Part-time,First degree,Law,Theme 5: Organisation and management,21
95.2,No disability reported,Scotland,Part-time,First degree,Law,Theme 6: Learning resources,21
68.3,No disability reported,Scotland,Part-time,First degree,Law,Theme 7: Student voice,20
91.7,No disability reported,Scotland,Part-time,First degree,Business and management,Theme 1: Teaching on my course,24
82.5,No disability reported,Scotland,Part-time,First degree,Business and management,Theme 2: Learning opportunities,24
84.2,No disability reported,Scotland,Part-time,First degree,Business and management,Theme 3: Assessment and feedback,24
91.7,No disability reported,Scotland,Part-time,First degree,Business and management,Theme 4: Academic support,24
79.2,No disability reported,Scotland,Part-time,First degree,Business and management,Theme 5: Organisation and management,24
95.8,No disability reported,Scotland,Part-time,First degree,Business and management,Theme 6: Learning resources,24
81.9,No disability reported,Scotland,Part-time,First degree,Business and management,Theme 7: Student voice,24
99.7,No disability reported,Scotland,Part-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,16.2
96,No disability reported,Scotland,Part-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,16.2
94.9,No disability reported,Scotland,Part-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,16.2
100,No disability reported,Scotland,Part-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,16.2
93.5,No disability reported,Scotland,Part-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,16.2
95.5,No disability reported,Scotland,Part-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,16.2
89,No disability reported,Scotland,Part-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,15.2
94.2,No disability reported,Scotland,Part-time,First degree,Education and teaching,Theme 1: Teaching on my course,126
93.2,No disability reported,Scotland,Part-time,First degree,Education and teaching,Theme 2: Learning opportunities,126
92.9,No disability reported,Scotland,Part-time,First degree,Education and teaching,Theme 3: Assessment and feedback,126
97.2,No disability reported,Scotland,Part-time,First degree,Education and teaching,Theme 4: Academic support,126
92.9,No disability reported,Scotland,Part-time,First degree,Education and teaching,Theme 5: Organisation and management,126
91.9,No disability reported,Scotland,Part-time,First degree,Education and teaching,Theme 6: Learning resources,125
85.3,No disability reported,Scotland,Part-time,First degree,Education and teaching,Theme 7: Student voice,126
90.9,No disability reported,Scotland,Part-time,First degree,All subjects,Theme 1: Teaching on my course,383
86.3,No disability reported,Scotland,Part-time,First degree,All subjects,Theme 2: Learning opportunities,383
86.2,No disability reported,Scotland,Part-time,First degree,All subjects,Theme 3: Assessment and feedback,383
90.3,No disability reported,Scotland,Part-time,First degree,All subjects,Theme 4: Academic support,383
85.4,No disability reported,Scotland,Part-time,First degree,All subjects,Theme 5: Organisation and management,383
89,No disability reported,Scotland,Part-time,First degree,All subjects,Theme 6: Learning resources,380
77.6,No disability reported,Scotland,Part-time,First degree,All subjects,Theme 7: Student voice,380
85.1,No disability reported,Scotland,All modes,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,69
87.3,No disability reported,Scotland,All modes,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,69
88.4,No disability reported,Scotland,All modes,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,69
90.6,No disability reported,Scotland,All modes,Other undergraduate,Subjects allied to medicine,Theme 4: Academic support,69
79,No disability reported,Scotland,All modes,Other undergraduate,Subjects allied to medicine,Theme 5: Organisation and management,69
83.6,No disability reported,Scotland,All modes,Other undergraduate,Subjects allied to medicine,Theme 6: Learning resources,69
81.2,No disability reported,Scotland,All modes,Other undergraduate,Subjects allied to medicine,Theme 7: Student voice,69
78.7,No disability reported,Scotland,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 1: Teaching on my course,54
76.3,No disability reported,Scotland,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 2: Learning opportunities,54
79.3,No disability reported,Scotland,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 3: Assessment and feedback,54
82.4,No disability reported,Scotland,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 4: Academic support,54
52.8,No disability reported,Scotland,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 5: Organisation and management,54
85.5,No disability reported,Scotland,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 6: Learning resources,53
64.2,No disability reported,Scotland,All modes,Other undergraduate,"Agriculture, food and related studies",Theme 7: Student voice,54
85.1,No disability reported,Scotland,All modes,Other undergraduate,All subjects,Theme 1: Teaching on my course,161
82.8,No disability reported,Scotland,All modes,Other undergraduate,All subjects,Theme 2: Learning opportunities,161
85.2,No disability reported,Scotland,All modes,Other undergraduate,All subjects,Theme 3: Assessment and feedback,161
87.9,No disability reported,Scotland,All modes,Other undergraduate,All subjects,Theme 4: Academic support,161
70.8,No disability reported,Scotland,All modes,Other undergraduate,All subjects,Theme 5: Organisation and management,161
85.5,No disability reported,Scotland,All modes,Other undergraduate,All subjects,Theme 6: Learning resources,160
75.8,No disability reported,Scotland,All modes,Other undergraduate,All subjects,Theme 7: Student voice,161
82,No disability reported,Scotland,Full-time,Other undergraduate,Subjects allied to medicine,Theme 1: Teaching on my course,50
84.9,No disability reported,Scotland,Full-time,Other undergraduate,Subjects allied to medicine,Theme 2: Learning opportunities,50
88.4,No disability reported,Scotland,Full-time,Other undergraduate,Subjects allied to medicine,Theme 3: Assessment and feedback,50
