Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
43.6,26 to 30,Wales,All modes,First degree,Subjects allied to medicine,Theme 5: Organisation and management,285
85,26 to 30,Wales,All modes,First degree,Subjects allied to medicine,Theme 6: Learning resources,284
58.7,26 to 30,Wales,All modes,First degree,Subjects allied to medicine,Theme 7: Student voice,284
91.5,26 to 30,Wales,All modes,First degree,Biological and sport sciences,Theme 1: Teaching on my course,26.6
88.5,26 to 30,Wales,All modes,First degree,Biological and sport sciences,Theme 2: Learning opportunities,26.6
88.5,26 to 30,Wales,All modes,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,26.6
82.1,26 to 30,Wales,All modes,First degree,Biological and sport sciences,Theme 4: Academic support,26.6
81.2,26 to 30,Wales,All modes,First degree,Biological and sport sciences,Theme 5: Organisation and management,26.6
84.7,26 to 30,Wales,All modes,First degree,Biological and sport sciences,Theme 6: Learning resources,26.6
78.7,26 to 30,Wales,All modes,First degree,Biological and sport sciences,Theme 7: Student voice,26.6
94.1,26 to 30,Wales,All modes,First degree,Psychology,Theme 1: Teaching on my course,25.5
88.2,26 to 30,Wales,All modes,First degree,Psychology,Theme 2: Learning opportunities,25.5
82.7,26 to 30,Wales,All modes,First degree,Psychology,Theme 3: Assessment and feedback,25.5
84.3,26 to 30,Wales,All modes,First degree,Psychology,Theme 4: Academic support,25.5
81.4,26 to 30,Wales,All modes,First degree,Psychology,Theme 5: Organisation and management,25.5
93.5,26 to 30,Wales,All modes,First degree,Psychology,Theme 6: Learning resources,25.5
83.7,26 to 30,Wales,All modes,First degree,Psychology,Theme 7: Student voice,25.5
90.7,26 to 30,Wales,All modes,First degree,Engineering and technology,Theme 1: Teaching on my course,25
91.2,26 to 30,Wales,All modes,First degree,Engineering and technology,Theme 2: Learning opportunities,25
87.2,26 to 30,Wales,All modes,First degree,Engineering and technology,Theme 3: Assessment and feedback,25
92,26 to 30,Wales,All modes,First degree,Engineering and technology,Theme 4: Academic support,25
84,26 to 30,Wales,All modes,First degree,Engineering and technology,Theme 5: Organisation and management,25
87.5,26 to 30,Wales,All modes,First degree,Engineering and technology,Theme 6: Learning resources,24
88.9,26 to 30,Wales,All modes,First degree,Engineering and technology,Theme 7: Student voice,24
75.4,26 to 30,Wales,All modes,First degree,Computing,Theme 1: Teaching on my course,30.5
71.5,26 to 30,Wales,All modes,First degree,Computing,Theme 2: Learning opportunities,30.5
81,26 to 30,Wales,All modes,First degree,Computing,Theme 3: Assessment and feedback,30.5
82,26 to 30,Wales,All modes,First degree,Computing,Theme 4: Academic support,30.5
57.4,26 to 30,Wales,All modes,First degree,Computing,Theme 5: Organisation and management,30.5
77,26 to 30,Wales,All modes,First degree,Computing,Theme 6: Learning resources,30.5
70.5,26 to 30,Wales,All modes,First degree,Computing,Theme 7: Student voice,30.5
87.5,26 to 30,Wales,All modes,First degree,"Architecture, building and planning",Theme 1: Teaching on my course,12
83.3,26 to 30,Wales,All modes,First degree,"Architecture, building and planning",Theme 2: Learning opportunities,12
75,26 to 30,Wales,All modes,First degree,"Architecture, building and planning",Theme 3: Assessment and feedback,12
87.5,26 to 30,Wales,All modes,First degree,"Architecture, building and planning",Theme 4: Academic support,12
83.3,26 to 30,Wales,All modes,First degree,"Architecture, building and planning",Theme 5: Organisation and management,12
86.1,26 to 30,Wales,All modes,First degree,"Architecture, building and planning",Theme 6: Learning resources,12
75,26 to 30,Wales,All modes,First degree,"Architecture, building and planning",Theme 7: Student voice,12
86.4,26 to 30,Wales,All modes,First degree,Social sciences,Theme 1: Teaching on my course,57.7
84.9,26 to 30,Wales,All modes,First degree,Social sciences,Theme 2: Learning opportunities,57.7
84.7,26 to 30,Wales,All modes,First degree,Social sciences,Theme 3: Assessment and feedback,57.7
84.1,26 to 30,Wales,All modes,First degree,Social sciences,Theme 4: Academic support,57.7
74.6,26 to 30,Wales,All modes,First degree,Social sciences,Theme 5: Organisation and management,57.7
80.2,26 to 30,Wales,All modes,First degree,Social sciences,Theme 6: Learning resources,57.7
75.9,26 to 30,Wales,All modes,First degree,Social sciences,Theme 7: Student voice,56.7
63.8,26 to 30,Wales,All modes,First degree,Law,Theme 1: Teaching on my course,77.2
58.5,26 to 30,Wales,All modes,First degree,Law,Theme 2: Learning opportunities,78.2
73.9,26 to 30,Wales,All modes,First degree,Law,Theme 3: Assessment and feedback,78.2
74.9,26 to 30,Wales,All modes,First degree,Law,Theme 4: Academic support,77.2
61.3,26 to 30,Wales,All modes,First degree,Law,Theme 5: Organisation and management,77.2
66.7,26 to 30,Wales,All modes,First degree,Law,Theme 6: Learning resources,77.2
56.7,26 to 30,Wales,All modes,First degree,Law,Theme 7: Student voice,78.2
89.2,26 to 30,Wales,All modes,First degree,Business and management,Theme 1: Teaching on my course,120.5
88.5,26 to 30,Wales,All modes,First degree,Business and management,Theme 2: Learning opportunities,120.5
84.6,26 to 30,Wales,All modes,First degree,Business and management,Theme 3: Assessment and feedback,120.5
88.4,26 to 30,Wales,All modes,First degree,Business and management,Theme 4: Academic support,120.5
86.2,26 to 30,Wales,All modes,First degree,Business and management,Theme 5: Organisation and management,119.5
87.4,26 to 30,Wales,All modes,First degree,Business and management,Theme 6: Learning resources,120.5
85.3,26 to 30,Wales,All modes,First degree,Business and management,Theme 7: Student voice,120.5
97.4,26 to 30,Wales,All modes,First degree,Language and area studies,Theme 1: Teaching on my course,9.5
93.7,26 to 30,Wales,All modes,First degree,Language and area studies,Theme 2: Learning opportunities,9.5
93.7,26 to 30,Wales,All modes,First degree,Language and area studies,Theme 3: Assessment and feedback,9.5
94.7,26 to 30,Wales,All modes,First degree,Language and area studies,Theme 4: Academic support,9.5
73.7,26 to 30,Wales,All modes,First degree,Language and area studies,Theme 5: Organisation and management,9.5
94.7,26 to 30,Wales,All modes,First degree,Language and area studies,Theme 6: Learning resources,9.5
80.7,26 to 30,Wales,All modes,First degree,Language and area studies,Theme 7: Student voice,9.5
88.1,26 to 30,Wales,All modes,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,10.5
79,26 to 30,Wales,All modes,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,10.5
77.1,26 to 30,Wales,All modes,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,10.5
85.7,26 to 30,Wales,All modes,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,10.5
76.2,26 to 30,Wales,All modes,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,10.5
87.3,26 to 30,Wales,All modes,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,10.5
84.1,26 to 30,Wales,All modes,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,10.5
97.7,26 to 30,Wales,All modes,First degree,Education and teaching,Theme 1: Teaching on my course,22
98.2,26 to 30,Wales,All modes,First degree,Education and teaching,Theme 2: Learning opportunities,22
94.5,26 to 30,Wales,All modes,First degree,Education and teaching,Theme 3: Assessment and feedback,22
95.5,26 to 30,Wales,All modes,First degree,Education and teaching,Theme 4: Academic support,22
88.6,26 to 30,Wales,All modes,First degree,Education and teaching,Theme 5: Organisation and management,22
95.5,26 to 30,Wales,All modes,First degree,Education and teaching,Theme 6: Learning resources,22
89.4,26 to 30,Wales,All modes,First degree,Education and teaching,Theme 7: Student voice,22
91.1,26 to 30,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,28.2
86.9,26 to 30,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,28.2
88.3,26 to 30,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,28.2
89.4,26 to 30,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 4: Academic support,28.2
75.2,26 to 30,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,28.2
88.8,26 to 30,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,28.2
81.7,26 to 30,Wales,All modes,First degree,"Design, and creative and performing arts",Theme 7: Student voice,28.2
100,26 to 30,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,7.1
94.4,26 to 30,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,7.1
92.3,26 to 30,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,7.1
96.5,26 to 30,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,7.1
85.9,26 to 30,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,7.1
84.5,26 to 30,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,7.1
74.2,26 to 30,Wales,All modes,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,7.1
82.9,26 to 30,Wales,All modes,First degree,All subjects,Theme 1: Teaching on my course,754
78,26 to 30,Wales,All modes,First degree,All subjects,Theme 2: Learning opportunities,755
79.5,26 to 30,Wales,All modes,First degree,All subjects,Theme 3: Assessment and feedback,755
78.1,26 to 30,Wales,All modes,First degree,All subjects,Theme 4: Academic support,754
63.7,26 to 30,Wales,All modes,First degree,All subjects,Theme 5: Organisation and management,753
83.7,26 to 30,Wales,All modes,First degree,All subjects,Theme 6: Learning resources,752
70,26 to 30,Wales,All modes,First degree,All subjects,Theme 7: Student voice,752
51.2,26 to 30,Wales,Apprenticeship,First degree,Law,Theme 1: Teaching on my course,47
44.7,26 to 30,Wales,Apprenticeship,First degree,Law,Theme 2: Learning opportunities,48
67.9,26 to 30,Wales,Apprenticeship,First degree,Law,Theme 3: Assessment and feedback,48
70.2,26 to 30,Wales,Apprenticeship,First degree,Law,Theme 4: Academic support,47
50,26 to 30,Wales,Apprenticeship,First degree,Law,Theme 5: Organisation and management,47
53.9,26 to 30,Wales,Apprenticeship,First degree,Law,Theme 6: Learning resources,47
43.4,26 to 30,Wales,Apprenticeship,First degree,Law,Theme 7: Student voice,48
57.8,26 to 30,Wales,Apprenticeship,First degree,All subjects,Theme 1: Teaching on my course,58
52.3,26 to 30,Wales,Apprenticeship,First degree,All subjects,Theme 2: Learning opportunities,59
68.8,26 to 30,Wales,Apprenticeship,First degree,All subjects,Theme 3: Assessment and feedback,59
72.4,26 to 30,Wales,Apprenticeship,First degree,All subjects,Theme 4: Academic support,58
53.4,26 to 30,Wales,Apprenticeship,First degree,All subjects,Theme 5: Organisation and management,58
58.5,26 to 30,Wales,Apprenticeship,First degree,All subjects,Theme 6: Learning resources,57
46.8,26 to 30,Wales,Apprenticeship,First degree,All subjects,Theme 7: Student voice,58
79.3,26 to 30,Wales,Full-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,267
71.2,26 to 30,Wales,Full-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,267
72.6,26 to 30,Wales,Full-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,267
66.5,26 to 30,Wales,Full-time,First degree,Subjects allied to medicine,Theme 4: Academic support,267
43.5,26 to 30,Wales,Full-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,267
84.5,26 to 30,Wales,Full-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,266
58.2,26 to 30,Wales,Full-time,First degree,Subjects allied to medicine,Theme 7: Student voice,267
91.5,26 to 30,Wales,Full-time,First degree,Biological and sport sciences,Theme 1: Teaching on my course,26.6
88.5,26 to 30,Wales,Full-time,First degree,Biological and sport sciences,Theme 2: Learning opportunities,26.6
88.5,26 to 30,Wales,Full-time,First degree,Biological and sport sciences,Theme 3: Assessment and feedback,26.6
82.1,26 to 30,Wales,Full-time,First degree,Biological and sport sciences,Theme 4: Academic support,26.6
81.2,26 to 30,Wales,Full-time,First degree,Biological and sport sciences,Theme 5: Organisation and management,26.6
84.7,26 to 30,Wales,Full-time,First degree,Biological and sport sciences,Theme 6: Learning resources,26.6
78.7,26 to 30,Wales,Full-time,First degree,Biological and sport sciences,Theme 7: Student voice,26.6
93.9,26 to 30,Wales,Full-time,First degree,Psychology,Theme 1: Teaching on my course,24.5
87.8,26 to 30,Wales,Full-time,First degree,Psychology,Theme 2: Learning opportunities,24.5
82,26 to 30,Wales,Full-time,First degree,Psychology,Theme 3: Assessment and feedback,24.5
83.7,26 to 30,Wales,Full-time,First degree,Psychology,Theme 4: Academic support,24.5
80.6,26 to 30,Wales,Full-time,First degree,Psychology,Theme 5: Organisation and management,24.5
93.2,26 to 30,Wales,Full-time,First degree,Psychology,Theme 6: Learning resources,24.5
83,26 to 30,Wales,Full-time,First degree,Psychology,Theme 7: Student voice,24.5
87.5,26 to 30,Wales,Full-time,First degree,Engineering and technology,Theme 1: Teaching on my course,12
88.3,26 to 30,Wales,Full-time,First degree,Engineering and technology,Theme 2: Learning opportunities,12
86.7,26 to 30,Wales,Full-time,First degree,Engineering and technology,Theme 3: Assessment and feedback,12
87.5,26 to 30,Wales,Full-time,First degree,Engineering and technology,Theme 4: Academic support,12
87.5,26 to 30,Wales,Full-time,First degree,Engineering and technology,Theme 5: Organisation and management,12
88.9,26 to 30,Wales,Full-time,First degree,Engineering and technology,Theme 6: Learning resources,12
83.3,26 to 30,Wales,Full-time,First degree,Engineering and technology,Theme 7: Student voice,12
74.5,26 to 30,Wales,Full-time,First degree,Computing,Theme 1: Teaching on my course,24.5
70.2,26 to 30,Wales,Full-time,First degree,Computing,Theme 2: Learning opportunities,24.5
83.7,26 to 30,Wales,Full-time,First degree,Computing,Theme 3: Assessment and feedback,24.5
83.7,26 to 30,Wales,Full-time,First degree,Computing,Theme 4: Academic support,24.5
55.1,26 to 30,Wales,Full-time,First degree,Computing,Theme 5: Organisation and management,24.5
75.5,26 to 30,Wales,Full-time,First degree,Computing,Theme 6: Learning resources,24.5
75.5,26 to 30,Wales,Full-time,First degree,Computing,Theme 7: Student voice,24.5
86.4,26 to 30,Wales,Full-time,First degree,Social sciences,Theme 1: Teaching on my course,57.7
84.9,26 to 30,Wales,Full-time,First degree,Social sciences,Theme 2: Learning opportunities,57.7
84.7,26 to 30,Wales,Full-time,First degree,Social sciences,Theme 3: Assessment and feedback,57.7
84.1,26 to 30,Wales,Full-time,First degree,Social sciences,Theme 4: Academic support,57.7
74.6,26 to 30,Wales,Full-time,First degree,Social sciences,Theme 5: Organisation and management,57.7
80.2,26 to 30,Wales,Full-time,First degree,Social sciences,Theme 6: Learning resources,57.7
75.9,26 to 30,Wales,Full-time,First degree,Social sciences,Theme 7: Student voice,56.7
82.7,26 to 30,Wales,Full-time,First degree,Law,Theme 1: Teaching on my course,29.2
79.9,26 to 30,Wales,Full-time,First degree,Law,Theme 2: Learning opportunities,29.2
82.8,26 to 30,Wales,Full-time,First degree,Law,Theme 3: Assessment and feedback,29.2
81.7,26 to 30,Wales,Full-time,First degree,Law,Theme 4: Academic support,29.2
78.3,26 to 30,Wales,Full-time,First degree,Law,Theme 5: Organisation and management,29.2
86.1,26 to 30,Wales,Full-time,First degree,Law,Theme 6: Learning resources,29.2
77.1,26 to 30,Wales,Full-time,First degree,Law,Theme 7: Student voice,29.2
89.1,26 to 30,Wales,Full-time,First degree,Business and management,Theme 1: Teaching on my course,119.5
88.5,26 to 30,Wales,Full-time,First degree,Business and management,Theme 2: Learning opportunities,119.5
84.4,26 to 30,Wales,Full-time,First degree,Business and management,Theme 3: Assessment and feedback,119.5
88.3,26 to 30,Wales,Full-time,First degree,Business and management,Theme 4: Academic support,119.5
86.1,26 to 30,Wales,Full-time,First degree,Business and management,Theme 5: Organisation and management,118.5
87.3,26 to 30,Wales,Full-time,First degree,Business and management,Theme 6: Learning resources,119.5
85.2,26 to 30,Wales,Full-time,First degree,Business and management,Theme 7: Student voice,119.5
97.4,26 to 30,Wales,Full-time,First degree,Language and area studies,Theme 1: Teaching on my course,9.5
93.7,26 to 30,Wales,Full-time,First degree,Language and area studies,Theme 2: Learning opportunities,9.5
93.7,26 to 30,Wales,Full-time,First degree,Language and area studies,Theme 3: Assessment and feedback,9.5
94.7,26 to 30,Wales,Full-time,First degree,Language and area studies,Theme 4: Academic support,9.5
73.7,26 to 30,Wales,Full-time,First degree,Language and area studies,Theme 5: Organisation and management,9.5
94.7,26 to 30,Wales,Full-time,First degree,Language and area studies,Theme 6: Learning resources,9.5
80.7,26 to 30,Wales,Full-time,First degree,Language and area studies,Theme 7: Student voice,9.5
88.1,26 to 30,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,10.5
79,26 to 30,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,10.5
77.1,26 to 30,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,10.5
85.7,26 to 30,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 4: Academic support,10.5
76.2,26 to 30,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 5: Organisation and management,10.5
87.3,26 to 30,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 6: Learning resources,10.5
84.1,26 to 30,Wales,Full-time,First degree,"Historical, philosophical and religious studies",Theme 7: Student voice,10.5
97.7,26 to 30,Wales,Full-time,First degree,Education and teaching,Theme 1: Teaching on my course,22
98.2,26 to 30,Wales,Full-time,First degree,Education and teaching,Theme 2: Learning opportunities,22
94.5,26 to 30,Wales,Full-time,First degree,Education and teaching,Theme 3: Assessment and feedback,22
95.5,26 to 30,Wales,Full-time,First degree,Education and teaching,Theme 4: Academic support,22
88.6,26 to 30,Wales,Full-time,First degree,Education and teaching,Theme 5: Organisation and management,22
95.5,26 to 30,Wales,Full-time,First degree,Education and teaching,Theme 6: Learning resources,22
89.4,26 to 30,Wales,Full-time,First degree,Education and teaching,Theme 7: Student voice,22
90.8,26 to 30,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 1: Teaching on my course,27.2
86.4,26 to 30,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 2: Learning opportunities,27.2
87.9,26 to 30,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 3: Assessment and feedback,27.2
89,26 to 30,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 4: Academic support,27.2
74.2,26 to 30,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 5: Organisation and management,27.2
88.3,26 to 30,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 6: Learning resources,27.2
81,26 to 30,Wales,Full-time,First degree,"Design, and creative and performing arts",Theme 7: Student voice,27.2
100,26 to 30,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 1: Teaching on my course,7.1
94.4,26 to 30,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 2: Learning opportunities,7.1
92.3,26 to 30,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,7.1
96.5,26 to 30,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 4: Academic support,7.1
85.9,26 to 30,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 5: Organisation and management,7.1
84.5,26 to 30,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 6: Learning resources,7.1
74.2,26 to 30,Wales,Full-time,First degree,"Geography, earth and environmental studies",Theme 7: Student voice,7.1
84.7,26 to 30,Wales,Full-time,First degree,All subjects,Theme 1: Teaching on my course,662
79.9,26 to 30,Wales,Full-time,First degree,All subjects,Theme 2: Learning opportunities,662
80.1,26 to 30,Wales,Full-time,First degree,All subjects,Theme 3: Assessment and feedback,662
78.5,26 to 30,Wales,Full-time,First degree,All subjects,Theme 4: Academic support,662
64.4,26 to 30,Wales,Full-time,First degree,All subjects,Theme 5: Organisation and management,661
85.4,26 to 30,Wales,Full-time,First degree,All subjects,Theme 6: Learning resources,661
71.7,26 to 30,Wales,Full-time,First degree,All subjects,Theme 7: Student voice,661
83.3,26 to 30,Wales,Part-time,First degree,Subjects allied to medicine,Theme 1: Teaching on my course,18
76.3,26 to 30,Wales,Part-time,First degree,Subjects allied to medicine,Theme 2: Learning opportunities,18
81.1,26 to 30,Wales,Part-time,First degree,Subjects allied to medicine,Theme 3: Assessment and feedback,18
63.9,26 to 30,Wales,Part-time,First degree,Subjects allied to medicine,Theme 4: Academic support,18
44.4,26 to 30,Wales,Part-time,First degree,Subjects allied to medicine,Theme 5: Organisation and management,18
92.6,26 to 30,Wales,Part-time,First degree,Subjects allied to medicine,Theme 6: Learning resources,18
66.7,26 to 30,Wales,Part-time,First degree,Subjects allied to medicine,Theme 7: Student voice,17
89.7,26 to 30,Wales,Part-time,First degree,All subjects,Theme 1: Teaching on my course,34
84.5,26 to 30,Wales,Part-time,First degree,All subjects,Theme 2: Learning opportunities,34
85.3,26 to 30,Wales,Part-time,First degree,All subjects,Theme 3: Assessment and feedback,34
80.9,26 to 30,Wales,Part-time,First degree,All subjects,Theme 4: Academic support,34
66.2,26 to 30,Wales,Part-time,First degree,All subjects,Theme 5: Organisation and management,34
92.2,26 to 30,Wales,Part-time,First degree,All subjects,Theme 6: Learning resources,34
77.8,26 to 30,Wales,Part-time,First degree,All subjects,Theme 7: Student voice,33
96.9,26 to 30,Wales,All modes,Other undergraduate,Social sciences,Theme 1: Teaching on my course,16
93.8,26 to 30,Wales,All modes,Other undergraduate,Social sciences,Theme 2: Learning opportunities,16
88.8,26 to 30,Wales,All modes,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,16
96.9,26 to 30,Wales,All modes,Other undergraduate,Social sciences,Theme 4: Academic support,16
75,26 to 30,Wales,All modes,Other undergraduate,Social sciences,Theme 5: Organisation and management,16
88.1,26 to 30,Wales,All modes,Other undergraduate,Social sciences,Theme 6: Learning resources,14
76.7,26 to 30,Wales,All modes,Other undergraduate,Social sciences,Theme 7: Student voice,15
97.6,26 to 30,Wales,All modes,Other undergraduate,Business and management,Theme 1: Teaching on my course,10.5
88.8,26 to 30,Wales,All modes,Other undergraduate,Business and management,Theme 2: Learning opportunities,10.5
94.3,26 to 30,Wales,All modes,Other undergraduate,Business and management,Theme 3: Assessment and feedback,10.5
90.5,26 to 30,Wales,All modes,Other undergraduate,Business and management,Theme 4: Academic support,10.5
95.2,26 to 30,Wales,All modes,Other undergraduate,Business and management,Theme 5: Organisation and management,10.5
94.1,26 to 30,Wales,All modes,Other undergraduate,Business and management,Theme 6: Learning resources,10.5
90.4,26 to 30,Wales,All modes,Other undergraduate,Business and management,Theme 7: Student voice,9.5
90.6,26 to 30,Wales,All modes,Other undergraduate,All subjects,Theme 1: Teaching on my course,69
87.2,26 to 30,Wales,All modes,Other undergraduate,All subjects,Theme 2: Learning opportunities,69
86.7,26 to 30,Wales,All modes,Other undergraduate,All subjects,Theme 3: Assessment and feedback,69
89.9,26 to 30,Wales,All modes,Other undergraduate,All subjects,Theme 4: Academic support,69
73.2,26 to 30,Wales,All modes,Other undergraduate,All subjects,Theme 5: Organisation and management,69
87.3,26 to 30,Wales,All modes,Other undergraduate,All subjects,Theme 6: Learning resources,67
76.4,26 to 30,Wales,All modes,Other undergraduate,All subjects,Theme 7: Student voice,67
96.7,26 to 30,Wales,Full-time,Other undergraduate,Social sciences,Theme 1: Teaching on my course,15
93.3,26 to 30,Wales,Full-time,Other undergraduate,Social sciences,Theme 2: Learning opportunities,15
88,26 to 30,Wales,Full-time,Other undergraduate,Social sciences,Theme 3: Assessment and feedback,15
96.7,26 to 30,Wales,Full-time,Other undergraduate,Social sciences,Theme 4: Academic support,15
73.3,26 to 30,Wales,Full-time,Other undergraduate,Social sciences,Theme 5: Organisation and management,15
88.1,26 to 30,Wales,Full-time,Other undergraduate,Social sciences,Theme 6: Learning resources,14
75,26 to 30,Wales,Full-time,Other undergraduate,Social sciences,Theme 7: Student voice,14
88.4,26 to 30,Wales,Full-time,Other undergraduate,All subjects,Theme 1: Teaching on my course,56
85.4,26 to 30,Wales,Full-time,Other undergraduate,All subjects,Theme 2: Learning opportunities,56
84.3,26 to 30,Wales,Full-time,Other undergraduate,All subjects,Theme 3: Assessment and feedback,56
87.5,26 to 30,Wales,Full-time,Other undergraduate,All subjects,Theme 4: Academic support,56
68.8,26 to 30,Wales,Full-time,Other undergraduate,All subjects,Theme 5: Organisation and management,56
87,26 to 30,Wales,Full-time,Other undergraduate,All subjects,Theme 6: Learning resources,55
71.9,26 to 30,Wales,Full-time,Other undergraduate,All subjects,Theme 7: Student voice,54
100,26 to 30,Wales,Part-time,Other undergraduate,All subjects,Theme 1: Teaching on my course,13
95.4,26 to 30,Wales,Part-time,Other undergraduate,All subjects,Theme 2: Learning opportunities,13
96.9,26 to 30,Wales,Part-time,Other undergraduate,All subjects,Theme 3: Assessment and feedback,13
100,26 to 30,Wales,Part-time,Other undergraduate,All subjects,Theme 4: Academic support,13
92.3,26 to 30,Wales,Part-time,Other undergraduate,All subjects,Theme 5: Organisation and management,13
88.9,26 to 30,Wales,Part-time,Other undergraduate,All subjects,Theme 6: Learning resources,12
94.9,26 to 30,Wales,Part-time,Other undergraduate,All subjects,Theme 7: Student voice,13
81.8,26 to 30,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 1: Teaching on my course,11
83.6,26 to 30,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 2: Learning opportunities,11
69.1,26 to 30,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 3: Assessment and feedback,11
72.7,26 to 30,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 4: Academic support,11
36.4,26 to 30,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 5: Organisation and management,11
93.9,26 to 30,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 6: Learning resources,11
66.7,26 to 30,Wales,All modes,Undergraduate with postgraduate component,Medicine and dentistry,Theme 7: Student voice,11
79.2,26 to 30,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 1: Teaching on my course,18
80,26 to 30,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 2: Learning opportunities,18
64.4,26 to 30,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 3: Assessment and feedback,18
69.4,26 to 30,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 4: Academic support,18
38.9,26 to 30,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 5: Organisation and management,18
87,26 to 30,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 6: Learning resources,18
63,26 to 30,Wales,All modes,Undergraduate with postgraduate component,All subjects,Theme 7: Student voice,18
81.8,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 1: Teaching on my course,11
83.6,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 2: Learning opportunities,11
69.1,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 3: Assessment and feedback,11
72.7,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 4: Academic support,11
36.4,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 5: Organisation and management,11
93.9,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 6: Learning resources,11
66.7,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,Medicine and dentistry,Theme 7: Student voice,11
79.2,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 1: Teaching on my course,18
80,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 2: Learning opportunities,18
64.4,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 3: Assessment and feedback,18
69.4,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 4: Academic support,18
38.9,26 to 30,Wales,Full-time,Undergraduate with postgraduate component,All subjects,Theme 5: Organisation and management,18
